original_seq	label	motif_name_and_original_position	position_moved_to	is_moved_5prime
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-94	CRX_127	94.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-96	CRX_127	96.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-98	CRX_127	98.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-0	CRX_73	0.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-10	CRX_73	10.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-101	CRX_73	101.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-103	CRX_73	103.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-105	CRX_73	105.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-107	CRX_73	107.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-109	CRX_73	109.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-111	CRX_73	111.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-113	CRX_73	113.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-115	CRX_73	115.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-117	CRX_73	117.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-119	CRX_73	119.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-12	CRX_73	12.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-121	CRX_73	121.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-123	CRX_73	123.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-125	CRX_73	125.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-135	CRX_73	135.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-137	CRX_73	137.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-139	CRX_73	139.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-14	CRX_73	14.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-141	CRX_73	141.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-143	CRX_73	143.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-145	CRX_73	145.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-147	CRX_73	147.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-149	CRX_73	149.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-151	CRX_73	151.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-153	CRX_73	153.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-155	CRX_73	155.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-157	CRX_73	157.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-159	CRX_73	159.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-16	CRX_73	16.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-161	CRX_73	161.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-163	CRX_73	163.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-18	CRX_73	18.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-2	CRX_73	2.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-20	CRX_73	20.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-22	CRX_73	22.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-24	CRX_73	24.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-26	CRX_73	26.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-28	CRX_73	28.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-30	CRX_73	30.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-32	CRX_73	32.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-34	CRX_73	34.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-36	CRX_73	36.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-38	CRX_73	38.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-4	CRX_73	4.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-40	CRX_73	40.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-42	CRX_73	42.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-44	CRX_73	44.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-46	CRX_73	46.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-48	CRX_73	48.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-50	CRX_73	50.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-52	CRX_73	52.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-54	CRX_73	54.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-56	CRX_73	56.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-58	CRX_73	58.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-6	CRX_73	6.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-61	CRX_73	61.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-63	CRX_73	63.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-65	CRX_73	65.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-67	CRX_73	67.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-69	CRX_73	69.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-8	CRX_73	8.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-87	CRX_73	87.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-89	CRX_73	89.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-91	CRX_73	91.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-93	CRX_73	93.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-95	CRX_73	95.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-97	CRX_73	97.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-99	CRX_73	99.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-0	CRX_127	0.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-10	CRX_127	10.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-101	CRX_127	101.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-103	CRX_127	103.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-105	CRX_127	105.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-107	CRX_127	107.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-109	CRX_127	109.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-111	CRX_127	111.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-113	CRX_127	113.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-115	CRX_127	115.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-117	CRX_127	117.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-119	CRX_127	119.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-12	CRX_127	12.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-122	CRX_127	122.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-124	CRX_127	124.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-126	CRX_127	126.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-137	CRX_127	137.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-139	CRX_127	139.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-14	CRX_127	14.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-141	CRX_127	141.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-143	CRX_127	143.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-145	CRX_127	145.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-147	CRX_127	147.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-149	CRX_127	149.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-151	CRX_127	151.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-153	CRX_127	153.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-155	CRX_127	155.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-157	CRX_127	157.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-159	CRX_127	159.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-16	CRX_127	16.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-161	CRX_127	161.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-163	CRX_127	163.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-18	CRX_127	18.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-2	CRX_127	2.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-20	CRX_127	20.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-22	CRX_127	22.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-24	CRX_127	24.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-26	CRX_127	26.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-28	CRX_127	28.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-30	CRX_127	30.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-32	CRX_127	32.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-34	CRX_127	34.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-36	CRX_127	36.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-38	CRX_127	38.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-4	CRX_127	4.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-40	CRX_127	40.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-42	CRX_127	42.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-44	CRX_127	44.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-46	CRX_127	46.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-48	CRX_127	48.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-50	CRX_127	50.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-52	CRX_127	52.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-54	CRX_127	54.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-56	CRX_127	56.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-58	CRX_127	58.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-6	CRX_127	6.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-60	CRX_127	60.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-62	CRX_127	62.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-64	CRX_127	64.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-66	CRX_127	66.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-68	CRX_127	68.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-70	CRX_127	70.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-72	CRX_127	72.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-8	CRX_127	8.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-87	CRX_127	87.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-89	CRX_127	89.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-91	CRX_127	91.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-93	CRX_127	93.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-95	CRX_127	95.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-97	CRX_127	97.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_128mCRX-99	CRX_127	99.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-1	CRX_73	1.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-100	CRX_73	100.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-102	CRX_73	102.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-104	CRX_73	104.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-106	CRX_73	106.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-108	CRX_73	108.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-11	CRX_73	11.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-110	CRX_73	110.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-112	CRX_73	112.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-114	CRX_73	114.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-116	CRX_73	116.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-118	CRX_73	118.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-120	CRX_73	120.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-122	CRX_73	122.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-124	CRX_73	124.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-126	CRX_73	126.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-13	CRX_73	13.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-136	CRX_73	136.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-138	CRX_73	138.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-140	CRX_73	140.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-142	CRX_73	142.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-144	CRX_73	144.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-146	CRX_73	146.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-148	CRX_73	148.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-15	CRX_73	15.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-150	CRX_73	150.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-152	CRX_73	152.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-154	CRX_73	154.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-156	CRX_73	156.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-158	CRX_73	158.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-160	CRX_73	160.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-162	CRX_73	162.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-17	CRX_73	17.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-19	CRX_73	19.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-21	CRX_73	21.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-23	CRX_73	23.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-25	CRX_73	25.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-27	CRX_73	27.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-29	CRX_73	29.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-3	CRX_73	3.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-31	CRX_73	31.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-33	CRX_73	33.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-35	CRX_73	35.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-37	CRX_73	37.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-39	CRX_73	39.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-41	CRX_73	41.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-43	CRX_73	43.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-45	CRX_73	45.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-47	CRX_73	47.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-49	CRX_73	49.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-5	CRX_73	5.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-51	CRX_73	51.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-53	CRX_73	53.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-57	CRX_73	57.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-60	CRX_73	60.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-62	CRX_73	62.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-64	CRX_73	64.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-66	CRX_73	66.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-68	CRX_73	68.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-7	CRX_73	7.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-86	CRX_73	86.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-88	CRX_73	88.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-9	CRX_73	9.0	True
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-90	CRX_73	90.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-92	CRX_73	92.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-94	CRX_73	94.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-96	CRX_73	96.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT;HAND_74mCRX-98	CRX_73	98.0	False
chr17-84926424-84926588_CPPE	chr17-84926424-84926588_CPPE_WT			
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-0	RORB_33	0.0	True
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-10	RORB_33	10.0	True
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-100	RORB_33	100.0	False
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-102	RORB_33	102.0	False
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-104	RORB_33	104.0	False
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-106	RORB_33	106.0	False
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-108	RORB_33	108.0	False
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-110	RORB_33	110.0	False
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-112	RORB_33	112.0	False
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-114	RORB_33	114.0	False
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-116	RORB_33	116.0	False
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-118	RORB_33	118.0	False
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-12	RORB_33	12.0	True
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-120	RORB_33	120.0	False
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-122	RORB_33	122.0	False
chr13-90958970-90959134_CPPE	chr13-90958970-90959134_CPPE_WT;HAND_34mRORB-124	RORB_33	124.0	False
