original_seq	label	blocks
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer34-75Scramble3	A,B,Cx33-75,D,E
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer34-75Scramble5	A,B,Cx33-75,D,E
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer44-63Scramble2	A,B,Cx43-63,D,E
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer44-63Scramble4	A,B,Cx43-63,D,E
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer54-73Scramble1	A,B,Cx53-73,D,E
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer54-73Scramble3	A,B,Cx53-73,D,E
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer54-73Scramble5	A,B,Cx53-73,D,E
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer56-75Scramble2	A,B,Cx55-75,D,E
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer56-75Scramble4	A,B,Cx55-75,D,E
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer90-109Scramble1	A,B,C,D,Ex89-109
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer90-109Scramble3	A,B,C,D,Ex89-109
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer90-109Scramble5	A,B,C,D,Ex89-109
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer90-164Scramble2	A,B,C,D,Ex89-164
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT;HAND_spacer90-164Scramble4	A,B,C,D,Ex89-164
chr7-92807323-92807487_UPPE	chr7-92807323-92807487_UPPE_WT;HAND_moveBb-swapBD	a,Br22-30:17-22,c,D,e
chr1-171232848-171233012_CPPE	chr1-171232848-171233012_CPPE_WT	A,B,C,D,E
chr7-92807323-92807487_UPPE	chr7-92807323-92807487_UPPE_WT	a,b,c,d,e
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_11dCRX-F	A,Bx7-21,C,D,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_11dCRX-F,154dCRX-F	A,Bx7-21,C,D,E,F,G,Hx150-164,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_11dCRX-F,79dCRX-F,154dCRX-F	A,Bx7-21,C,D,E,Fx75-89,G,Hx150-164,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_154dCRX-F	A,B,C,D,E,F,G,Hx150-164,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_11dCRX-F,79dCRX-F	A,Bx7-21,C,D,E,Fx75-89,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_79dCRX-F	A,B,C,D,E,Fx75-89,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_79dCRX-F,154dCRX-F	A,B,C,D,E,Fx75-89,G,Hx150-164,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_11dCRX-F,154dCRX-F_v2	A,Bx7-21,C,D,E,F,G,Hx150-164,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_11dCRX-F,79dCRX-F,154dCRX-F_v2	A,Bx7-21,C,D,E,Fx75-89,G,Hx150-164,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_11dCRX-F,79dCRX-F_v3	A,Bx7-21,C,D,E,Fx75-89,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_11dCRX-F_v2	A,Bx7-21,C,D,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_154dCRX-F_v2	A,B,C,D,E,F,G,Hx150-164,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_79dCRX-F,154dCRX-F_v3	A,B,C,D,E,Fx75-89,G,Hx150-164,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer1-7Scramble1	Ax0-7,B,C,D,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer1-7Scramble3	Ax0-7,B,C,D,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer1-7Scramble5	Ax0-7,B,C,D,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer100-119Scramble2	A,B,C,D,E,F,Gx99-119,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer100-119Scramble4	A,B,C,D,E,F,Gx99-119,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer110-129Scramble1	A,B,C,D,E,F,Gx109-129,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer110-129Scramble3	A,B,C,D,E,F,Gx109-129,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer110-129Scramble5	A,B,C,D,E,F,Gx109-129,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer120-139Scramble2	A,B,C,D,E,F,Gx119-139,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer120-139Scramble4	A,B,C,D,E,F,Gx119-139,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer130-149Scramble1	A,B,C,D,E,F,Gx129-149,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer130-149Scramble3	A,B,C,D,E,F,Gx129-149,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer130-149Scramble5	A,B,C,D,E,F,Gx129-149,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer131-150Scramble2	A,B,C,D,E,F,Gx130-150,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer131-150Scramble4	A,B,C,D,E,F,Gx130-150,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer22-41Scramble2	A,B,Cx21-29,Dx29-41,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer22-41Scramble4	A,B,Cx21-29,Dx29-41,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer22-75Scramble2	A,B,Cx21-29,Dx29-42,Ex42-75,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer22-75Scramble4	A,B,Cx21-29,Dx29-42,Ex42-75,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer32-51Scramble1	A,B,C,Dx31-42,Ex42-51,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer32-51Scramble3	A,B,C,Dx31-42,Ex42-51,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer32-51Scramble5	A,B,C,Dx31-42,Ex42-51,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer42-61Scramble2	A,B,C,Dx41-42,Ex42-61,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer42-61Scramble4	A,B,C,Dx41-42,Ex42-61,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer52-71Scramble1	A,B,C,D,Ex51-71,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer52-71Scramble3	A,B,C,D,Ex51-71,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer52-71Scramble5	A,B,C,D,Ex51-71,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer56-75Scramble2	A,B,C,D,Ex55-75,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer56-75Scramble4	A,B,C,D,Ex55-75,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer90-109Scramble1	A,B,C,D,E,F,Gx89-109,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer90-109Scramble3	A,B,C,D,E,F,Gx89-109,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer90-109Scramble5	A,B,C,D,E,F,Gx89-109,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer90-150Scramble1	A,B,C,D,E,F,Gx89-150,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer90-150Scramble3	A,B,C,D,E,F,Gx89-150,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer90-150Scramble5	A,B,C,D,E,F,Gx89-150,H,I
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapA	A,b,c,d,e,f,g,h,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapAC	A,b,C,d,e,f,g,h,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapACE	A,b,C,d,E,f,g,h,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapACEG	A,b,C,d,E,f,G,h,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapAE	A,b,c,d,E,f,g,h,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapAEG	A,b,c,d,E,f,G,h,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapBDH	a,B,c,D,e,f,g,H,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapBDHF	a,B,c,D,e,F,g,H,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapC	a,b,C,d,e,f,g,h,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapCE	a,b,C,d,E,f,g,h,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapCEG	a,b,C,d,E,f,G,h,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapCG	a,b,C,d,e,f,G,h,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapE	a,b,c,d,E,f,g,h,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapEG	a,b,c,d,E,f,G,h,i
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT;HAND_swapG	a,b,c,d,e,f,G,h,i
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_11dCRX-F,154dCRX-F_v3	A,Bx7-21,C,D,E,F,G,Hx150-164,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_11dCRX-F,79dCRX-F_v2	A,Bx7-21,C,D,E,Fx75-89,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_11dCRX-F_v3	A,Bx7-21,C,D,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_154dCRX-F_v3	A,B,C,D,E,F,G,Hx150-164,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_79dCRX-F,154dCRX-F_v2	A,B,C,D,E,Fx75-89,G,Hx150-164,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_79dCRX-F_v2	A,B,C,D,E,Fx75-89,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer1-7Scramble2	Ax0-7,B,C,D,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer1-7Scramble4	Ax0-7,B,C,D,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer100-119Scramble1	A,B,C,D,E,F,Gx99-119,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer100-119Scramble3	A,B,C,D,E,F,Gx99-119,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer100-119Scramble5	A,B,C,D,E,F,Gx99-119,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer110-129Scramble2	A,B,C,D,E,F,Gx109-129,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer110-129Scramble4	A,B,C,D,E,F,Gx109-129,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer120-139Scramble1	A,B,C,D,E,F,Gx119-139,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer120-139Scramble3	A,B,C,D,E,F,Gx119-139,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer120-139Scramble5	A,B,C,D,E,F,Gx119-139,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer130-149Scramble2	A,B,C,D,E,F,Gx129-149,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer130-149Scramble4	A,B,C,D,E,F,Gx129-149,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer131-150Scramble1	A,B,C,D,E,F,Gx130-150,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer131-150Scramble3	A,B,C,D,E,F,Gx130-150,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer131-150Scramble5	A,B,C,D,E,F,Gx130-150,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer22-41Scramble1	A,B,Cx21-29,Dx29-41,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer22-41Scramble3	A,B,Cx21-29,Dx29-41,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer22-41Scramble5	A,B,Cx21-29,Dx29-41,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer22-75Scramble1	A,B,Cx21-29,Dx29-42,Ex42-75,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer22-75Scramble3	A,B,Cx21-29,Dx29-42,Ex42-75,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer22-75Scramble5	A,B,Cx21-29,Dx29-42,Ex42-75,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer32-51Scramble2	A,B,C,Dx31-42,Ex42-51,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer32-51Scramble4	A,B,C,Dx31-42,Ex42-51,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer42-61Scramble1	A,B,C,Dx41-42,Ex42-61,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer42-61Scramble3	A,B,C,Dx41-42,Ex42-61,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer42-61Scramble5	A,B,C,Dx41-42,Ex42-61,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer52-71Scramble2	A,B,C,D,Ex51-71,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer52-71Scramble4	A,B,C,D,Ex51-71,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer56-75Scramble1	A,B,C,D,Ex55-75,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer56-75Scramble3	A,B,C,D,Ex55-75,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer56-75Scramble5	A,B,C,D,Ex55-75,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer90-109Scramble2	A,B,C,D,E,F,Gx89-109,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer90-109Scramble4	A,B,C,D,E,F,Gx89-109,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer90-150Scramble2	A,B,C,D,E,F,Gx89-150,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_spacer90-150Scramble4	A,B,C,D,E,F,Gx89-150,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapA	a,B,C,D,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapAC	a,B,c,D,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapACE	a,B,c,D,e,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapACEG	a,B,c,D,e,F,g,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapACG	a,B,c,D,E,F,g,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapAE	a,B,C,D,e,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapAEG	a,B,C,D,e,F,g,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapAG	a,B,C,D,E,F,g,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapBDH	A,b,C,d,E,F,G,h,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapBDHF	A,b,C,d,E,f,G,h,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapC	A,B,c,D,E,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapCE	A,B,c,D,e,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapCEG	A,B,c,D,e,F,g,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapCG	A,B,c,D,E,F,g,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapE	A,B,C,D,e,F,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapEG	A,B,C,D,e,F,g,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapF	A,B,C,D,E,f,G,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT;HAND_swapG	A,B,C,D,E,F,g,H,I
chr14-10942247-10942411_CPPE	chr14-10942247-10942411_CPPE_WT	A,B,C,D,E,F,G,H,I
chr19-4032825-4032989_CPPE	chr19-4032825-4032989_CPPE_WT	a,b,c,d,e,f,g,h,i
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_79dCRX-F	A,B,C,Dx75-89,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_79dCRX-F,134dCRX-F	A,B,C,Dx75-89,E,Fx130-144,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_134dCRX-F	A,B,C,D,E,Fx130-144,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_134dCRX-F_v3	A,B,C,D,E,Fx130-144,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_79dCRX-F,134dCRX-F_v2	A,B,C,Dx75-89,E,Fx130-144,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_79dCRX-F_v2	A,B,C,Dx75-89,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_moveBF-swapBD	A,b,C,d,E,B,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_otherRearranged-swapDF	A,B,C,d,E,b,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_otherRearranged-swapF	A,B,C,D,E,b,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer1-20Scramble2	Ax0-20,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer1-20Scramble4	Ax0-20,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer1-75Scramble1	Ax0-65,Bx65-73,Cx73-75,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer1-75Scramble3	Ax0-65,Bx65-73,Cx73-75,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer1-75Scramble5	Ax0-65,Bx65-73,Cx73-75,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer100-119Scramble2	A,B,C,D,Ex99-119,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer100-119Scramble4	A,B,C,D,Ex99-119,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer11-30Scramble1	Ax10-30,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer11-30Scramble3	Ax10-30,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer11-30Scramble5	Ax10-30,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer110-129Scramble1	A,B,C,D,Ex109-129,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer110-129Scramble3	A,B,C,D,Ex109-129,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer110-129Scramble5	A,B,C,D,Ex109-129,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer111-130Scramble2	A,B,C,D,Ex110-130,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer111-130Scramble4	A,B,C,D,Ex110-130,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer145-164Scramble1	A,B,C,D,E,F,Gx144-164
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer145-164Scramble3	A,B,C,D,E,F,Gx144-164
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer145-164Scramble5	A,B,C,D,E,F,Gx144-164
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer21-40Scramble2	Ax20-40,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer21-40Scramble4	Ax20-40,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer31-50Scramble1	Ax30-50,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer31-50Scramble3	Ax30-50,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer31-50Scramble5	Ax30-50,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer41-60Scramble2	Ax40-60,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer41-60Scramble4	Ax40-60,B,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer51-70Scramble1	Ax50-65,Bx65-70,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer51-70Scramble3	Ax50-65,Bx65-70,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer51-70Scramble5	Ax50-65,Bx65-70,C,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer56-75Scramble2	Ax55-65,Bx65-73,Cx73-75,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer56-75Scramble4	Ax55-65,Bx65-73,Cx73-75,D,E,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer90-109Scramble1	A,B,C,D,Ex89-109,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer90-109Scramble3	A,B,C,D,Ex89-109,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer90-109Scramble5	A,B,C,D,Ex89-109,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer90-130Scramble2	A,B,C,D,Ex89-130,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_spacer90-130Scramble4	A,B,C,D,Ex89-130,F,G
chr2-35035346-35035510_CPPN	chr2-35035346-35035510_CPPN_WT;HAND_swapBFD	A,b,C,d,E,f,G
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_moveBF	a,f,c,d,e,b,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_moveBF-swapD	a,f,c,D,e,b,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_otherRearranged-swapB	a,F,c,d,e,f,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapA	A,b,c,d,e,f,g
chr7-15880921-15881085_CPRP	chr7-15880921-15881085_CPRP_WT;HAND_swapAC	A,b,C,d,e,f,g
