qc_metric	comparison	method	value	n	library
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9791978328896029	26051	library5
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9668511712292606	26051	library5
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9828658536789112	26051	library5
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.989385152387063	26051	library5
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.95365117570385	26051	library5
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.9661581968337074	26051	library5
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9539943945602898	26051	library5
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9668511712292606	26051	library5
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.4404806174799528	26051	library5
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.4135801053099514	26051	library5
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.4362319023467879	26051	library5
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.40765195880838706	26051	library5
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.4400550006790539	26051	library5
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.4277703270008028	26051	library5
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.979572393911563	26051	library5
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9852243862891996	26051	library5
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9436779600727652	26051	library5
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9560947226274303	26051	library5
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9442912096952109	26051	library5
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9568502344527479	26051	library5
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	-0.04008677154854912	26051	library5
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	-0.037150140563606875	26051	library5
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	-0.03857577960928042	26051	library5
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	-0.035318150248399356	26051	library5
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	-0.01701953206223002	26051	library5
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	-0.02467017495059323	26051	library5
basal_distribution	RNA1	basal	0.07807656371681661	90	library5
basal_distribution	RNA2	basal	0.06521262877687783	90	library5
basal_distribution	RNA3	basal	0.1009435558202706	90	library5
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9884003725780472	9778	library5
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9922385263288174	9778	library5
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9660004227282397	9778	library5
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9753523455817679	9778	library5
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9661088568983063	9778	library5
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9751050277395066	9778	library5
coverage	RNA1	mean	805.3555666666666	30000	library6
coverage	RNA2	mean	949.3633666666667	30000	library6
coverage	RNA3	mean	1184.8025	30000	library6
coverage	DNA	mean	1036.7573333333332	30000	library6
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9909301618282423	30000	library6
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.9748546900961899	30000	library6
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9685099632596798	30000	library6
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.9702753426631424	30000	library6
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9794958261337714	30000	library6
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.9822530279148951	30000	library6
raw_log_reprod	RNA1_vs_RNA2	pearson	0.9538081790821155	30000	library6
raw_log_reprod	RNA1_vs_RNA2	spearman	0.9748546900961899	30000	library6
raw_log_reprod	RNA1_vs_RNA3	pearson	0.9520888050125694	30000	library6
raw_log_reprod	RNA1_vs_RNA3	spearman	0.9702753426631424	30000	library6
raw_log_reprod	RNA2_vs_RNA3	pearson	0.9660944417889232	30000	library6
raw_log_reprod	RNA2_vs_RNA3	spearman	0.9822530279148951	30000	library6
bc_removed	DNA	count	248.0	30000	library6
bc_removed	RNA	count	3310.0	30000	library6
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9905118432409116	26442	library6
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9823415680722346	26442	library6
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.968034400742712	26442	library6
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.9778984348018234	26442	library6
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.979266387990864	26442	library6
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9878212105346618	26442	library6
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9692676545061929	26442	library6
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9823415680722346	26442	library6
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.968222380980655	26442	library6
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.9778984348018234	26442	library6
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9811273651352634	26442	library6
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9878212105346618	26442	library6
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.581017297838972	26442	library6
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.6160975387388692	26442	library6
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.5918696842024522	26442	library6
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.6280901176934943	26442	library6
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.574906037001795	26442	library6
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.612720764995919	26442	library6
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9574584681625815	26442	library6
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9734765309767066	26442	library6
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9557636659938538	26442	library6
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9634058371330589	26442	library6
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9739218080043917	26442	library6
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9792115860559267	26442	library6
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	0.2431706688357384	26442	library6
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	0.27741016321065165	26442	library6
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	0.2465582796338852	26442	library6
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	0.2791383451350482	26442	library6
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	0.22422733525530417	26442	library6
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	0.25023863034057153	26442	library6
basal_distribution	RNA1	pseudobasal	0.07913687785875334	305	library6
basal_distribution	RNA2	pseudobasal	0.08463168455020313	305	library6
basal_distribution	RNA3	pseudobasal	0.0821170341862845	305	library6
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9748347768226953	9839	library6
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9854185867955426	9839	library6
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9751452714655504	9839	library6
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9823831910338574	9839	library6
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9847604821815865	9839	library6
activity_log_reprod	RNA2_vs_RNA3	spearman	0.990158030988524	9839	library6
coverage	RNA1	mean	680.7983666666667	30000	library7
coverage	RNA2	mean	763.5710333333334	30000	library7
coverage	RNA3	mean	725.2145	30000	library7
coverage	DNA	mean	844.7185	30000	library7
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9863270920866521	30000	library7
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.9646556714765808	30000	library7
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9741433935490389	30000	library7
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.9630055317320458	30000	library7
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9841235147728549	30000	library7
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.9779424798038805	30000	library7
raw_log_reprod	RNA1_vs_RNA2	pearson	0.9339512233927023	30000	library7
raw_log_reprod	RNA1_vs_RNA2	spearman	0.9646556714765808	30000	library7
raw_log_reprod	RNA1_vs_RNA3	pearson	0.9348220723989104	30000	library7
raw_log_reprod	RNA1_vs_RNA3	spearman	0.9630055317320458	30000	library7
raw_log_reprod	RNA2_vs_RNA3	pearson	0.9547850175834046	30000	library7
raw_log_reprod	RNA2_vs_RNA3	spearman	0.9779424798038805	30000	library7
bc_removed	DNA	count	218.0	30000	library7
bc_removed	RNA	count	3586.0	30000	library7
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9856210069409452	26196	library7
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9747586781855735	26196	library7
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9725976130000962	26196	library7
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.971677914665286	26196	library7
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9831788842670367	26196	library7
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9840957987502136	26196	library7
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9606504799644044	26196	library7
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9747586781855735	26196	library7
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.958391821279168	26196	library7
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.971677914665286	26196	library7
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.975824055174412	26196	library7
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9840957987502136	26196	library7
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.6016013521559747	26196	library7
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.6398591321412085	26196	library7
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.6174056654247542	26196	library7
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.654138009642251	26196	library7
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.6023946424735256	26196	library7
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.6386118755076703	26196	library7
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9432132151392258	26196	library7
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9612157013025158	26196	library7
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9396808025568641	26196	library7
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9541630591636027	26196	library7
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9646471300662887	26196	library7
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9733403039581956	26196	library7
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	0.2661910387272164	26196	library7
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	0.30087970753809185	26196	library7
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	0.2709612173418605	26196	library7
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	0.304101925010653	26196	library7
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	0.2441001277440481	26196	library7
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	0.2713337865041652	26196	library7
basal_distribution	RNA1	pseudobasal	0.09361723325113135	291	library7
basal_distribution	RNA2	pseudobasal	0.097206675824034	291	library7
basal_distribution	RNA3	pseudobasal	0.10337674727248324	291	library7
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9650430155498257	9799	library7
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9776144166375247	9799	library7
activity_log_reprod	RNA1_vs_RNA3	pearson	0.96275538500809	9799	library7
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9744368690026755	9799	library7
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9784934201482214	9799	library7
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9854428970793417	9799	library7
coverage	RNA1	mean	941.8718087180872	33333	library8a
coverage	RNA2	mean	938.6328863288633	33333	library8a
coverage	RNA3	mean	1236.8023880238802	33333	library8a
coverage	DNA	mean	1312.2259022590226	33333	library8a
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9946878373790071	33333	library8a
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.8393282508262712	33333	library8a
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9950308437148159	33333	library8a
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.8306891271832794	33333	library8a
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9966666667752877	33333	library8a
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.8270175233747635	33333	library8a
raw_log_reprod	RNA1_vs_RNA2	pearson	0.8292371240892722	33333	library8a
raw_log_reprod	RNA1_vs_RNA2	spearman	0.8393282508262712	33333	library8a
raw_log_reprod	RNA1_vs_RNA3	pearson	0.8246458023987704	33333	library8a
raw_log_reprod	RNA1_vs_RNA3	spearman	0.8306891271832794	33333	library8a
raw_log_reprod	RNA2_vs_RNA3	pearson	0.8206539056661196	33333	library8a
raw_log_reprod	RNA2_vs_RNA3	spearman	0.8270175233747635	33333	library8a
bc_removed	DNA	count	1323.0	33333	library8a
bc_removed	RNA	count	11340.0	33333	library8a
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9946829633932948	20670	library8a
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9423765072354917	20670	library8a
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9950521362152156	20670	library8a
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.9408120874322872	20670	library8a
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9967150133423957	20670	library8a
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9382711126537703	20670	library8a
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9574746790617238	20670	library8a
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9423765072354917	20670	library8a
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9518083120109836	20670	library8a
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.9408120874322872	20670	library8a
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9512359448429362	20670	library8a
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9382711126537703	20670	library8a
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.41930589214151903	20670	library8a
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.3747369626508914	20670	library8a
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.42353016305260227	20670	library8a
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.3808242993541891	20670	library8a
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.40203990348729773	20670	library8a
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.35849286722162016	20670	library8a
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9498368967276918	20670	library8a
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9459541205281755	20670	library8a
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9440229561844181	20670	library8a
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9420015198179715	20670	library8a
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9432726196348814	20670	library8a
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.941028654041718	20670	library8a
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	-0.14112481529647355	20670	library8a
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	-0.16196689309312204	20670	library8a
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	-0.13811705046147796	20670	library8a
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	-0.1612113638115029	20670	library8a
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	-0.13795439175602653	20670	library8a
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	-0.1617746634880398	20670	library8a
basal_distribution	RNA1	pseudobasal	0.7645577090167262	64	library8a
basal_distribution	RNA2	pseudobasal	0.8624666991754506	64	library8a
basal_distribution	RNA3	pseudobasal	0.8848512022645323	64	library8a
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9497811837310426	20639	library8a
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9459039140174351	20639	library8a
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9439409728397694	20639	library8a
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9419634719660308	20639	library8a
activity_log_reprod	RNA2_vs_RNA3	pearson	0.943186602024555	20639	library8a
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9409986522147272	20639	library8a
coverage	RNA1	mean	1302.8587885878858	33333	library8b
coverage	RNA2	mean	1241.0363003630036	33333	library8b
coverage	RNA3	mean	1615.1065010650107	33333	library8b
coverage	DNA	mean	2003.2439624396243	33333	library8b
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9969342356261489	33333	library8b
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.8571001525254116	33333	library8b
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9964729079992034	33333	library8b
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.846414307636292	33333	library8b
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9963777551328953	33333	library8b
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.8417656242952279	33333	library8b
raw_log_reprod	RNA1_vs_RNA2	pearson	0.8528856658752596	33333	library8b
raw_log_reprod	RNA1_vs_RNA2	spearman	0.8571001525254116	33333	library8b
raw_log_reprod	RNA1_vs_RNA3	pearson	0.8466632865076257	33333	library8b
raw_log_reprod	RNA1_vs_RNA3	spearman	0.846414307636292	33333	library8b
raw_log_reprod	RNA2_vs_RNA3	pearson	0.8424519576542413	33333	library8b
raw_log_reprod	RNA2_vs_RNA3	spearman	0.8417656242952279	33333	library8b
bc_removed	DNA	count	890.0	33333	library8b
bc_removed	RNA	count	9597.0	33333	library8b
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9969432852790996	22846	library8b
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9468351527106466	22846	library8b
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9964941299728833	22846	library8b
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.942725626811538	22846	library8b
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9964012032633461	22846	library8b
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9407264262415677	22846	library8b
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9549654528364198	22846	library8b
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9468351527106466	22846	library8b
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9480688841171475	22846	library8b
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.942725626811538	22846	library8b
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9459592024200998	22846	library8b
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9407264262415677	22846	library8b
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.45024369478158394	22846	library8b
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.3868058018790841	22846	library8b
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.4533128260746379	22846	library8b
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.3920925126071469	22846	library8b
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.43202179073881086	22846	library8b
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.37199170347283195	22846	library8b
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9446253682522165	22846	library8b
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9431822022916354	22846	library8b
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9372283008190927	22846	library8b
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9363073932904035	22846	library8b
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9345693444764036	22846	library8b
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.933309649508743	22846	library8b
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	-0.09709704539963171	22846	library8b
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	-0.11510173055488547	22846	library8b
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	-0.09791882531417613	22846	library8b
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	-0.11738811175555618	22846	library8b
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	-0.09793905606726099	22846	library8b
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	-0.11872206455030386	22846	library8b
basal_distribution	RNA1	pseudobasal	0.5034651602065437	87	library8b
basal_distribution	RNA2	pseudobasal	0.5331567044537469	87	library8b
basal_distribution	RNA3	pseudobasal	0.47470544611929233	87	library8b
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9446429738832232	22801	library8b
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9432473272152465	22801	library8b
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9372170922414613	22801	library8b
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9363845136472415	22801	library8b
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9345725359575972	22801	library8b
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9333851029692691	22801	library8b
coverage	RNA1	mean	1110.7160856782864	33334	library8c
coverage	RNA2	mean	1105.3738825223495	33334	library8c
coverage	RNA3	mean	1452.4844303113937	33334	library8c
coverage	DNA	mean	1055.9066418671628	33334	library8c
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9995354039778519	33334	library8c
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.8265361335815379	33334	library8c
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9994527803952865	33334	library8c
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.8205381775517405	33334	library8c
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9997553546170201	33334	library8c
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.8184326094674753	33334	library8c
raw_log_reprod	RNA1_vs_RNA2	pearson	0.8393613965616652	33334	library8c
raw_log_reprod	RNA1_vs_RNA2	spearman	0.8265361335815379	33334	library8c
raw_log_reprod	RNA1_vs_RNA3	pearson	0.837096485052734	33334	library8c
raw_log_reprod	RNA1_vs_RNA3	spearman	0.8205381775517405	33334	library8c
raw_log_reprod	RNA2_vs_RNA3	pearson	0.8316366665256236	33334	library8c
raw_log_reprod	RNA2_vs_RNA3	spearman	0.8184326094674753	33334	library8c
bc_removed	DNA	count	2991.0	33334	library8c
bc_removed	RNA	count	11810.0	33334	library8c
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9995373207437616	18533	library8c
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9575678533144272	18533	library8c
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9994564352645282	18533	library8c
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.9556845193012967	18533	library8c
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9997587146076944	18533	library8c
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9548109551906627	18533	library8c
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9694174853411371	18533	library8c
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9575678533144272	18533	library8c
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9648671848875259	18533	library8c
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.9556845193012967	18533	library8c
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9650123977234429	18533	library8c
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9548109551906627	18533	library8c
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.44553496041534624	18533	library8c
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.41795053235221585	18533	library8c
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.44871730029106627	18533	library8c
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.4233671407219568	18533	library8c
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.4294253594065838	18533	library8c
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.4045160046827377	18533	library8c
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9626942766584924	18533	library8c
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9493532811418086	18533	library8c
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9578751797621587	18533	library8c
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9430794634412162	18533	library8c
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9579663949900844	18533	library8c
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9425147842194246	18533	library8c
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	-0.07234994899581002	18533	library8c
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	-0.09945483911063607	18533	library8c
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	-0.07087654070302618	18533	library8c
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	-0.10480742487747574	18533	library8c
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	-0.07667213332824621	18533	library8c
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	-0.11129021478990028	18533	library8c
basal_distribution	RNA1	pseudobasal	0.530747042527531	51	library8c
basal_distribution	RNA2	pseudobasal	0.6780721167941286	51	library8c
basal_distribution	RNA3	pseudobasal	0.6074402838008663	51	library8c
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9626688147478827	18505	library8c
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9493465918102384	18505	library8c
activity_log_reprod	RNA1_vs_RNA3	pearson	0.957840324985811	18505	library8c
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9431018578779045	18505	library8c
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9579344627648886	18505	library8c
activity_log_reprod	RNA2_vs_RNA3	spearman	0.942547025742366	18505	library8c
coverage	RNA1	mean	1038.9067	30000	library9a
coverage	RNA2	mean	931.8171333333333	30000	library9a
coverage	RNA3	mean	961.6041	30000	library9a
coverage	DNA	mean	612.4583	30000	library9a
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9951429011124795	30000	library9a
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.6378013253652104	30000	library9a
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9823070250985961	30000	library9a
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.6410240812605967	30000	library9a
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9838239857922959	30000	library9a
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.6188092382160694	30000	library9a
raw_log_reprod	RNA1_vs_RNA2	pearson	0.7067179798537557	30000	library9a
raw_log_reprod	RNA1_vs_RNA2	spearman	0.6378013253652104	30000	library9a
raw_log_reprod	RNA1_vs_RNA3	pearson	0.7041116816235555	30000	library9a
raw_log_reprod	RNA1_vs_RNA3	spearman	0.6410240812605967	30000	library9a
raw_log_reprod	RNA2_vs_RNA3	pearson	0.6948433783293795	30000	library9a
raw_log_reprod	RNA2_vs_RNA3	spearman	0.6188092382160694	30000	library9a
bc_removed	DNA	count	10430.0	30000	library9a
bc_removed	RNA	count	10500.0	30000	library9a
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9951898848866872	9070	library9a
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9697331010560086	9070	library9a
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9820882093611135	9070	library9a
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.9670856060454723	9070	library9a
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9836224642070632	9070	library9a
